TIME,MW_buy,MWh_buy,MWh_sell
09:55:00,28040.0,140.0,140.0
10:00:00,28040.0,140.0,140.0
10:05:00,28040.0,140.0,140.0
10:10:00,28040.0,140.0,140.0
10:15:00,28040.0,140.0,140.0
10:20:00,28040.0,140.0,140.0
10:25:00,28040.0,140.0,140.0
10:30:00,28040.0,140.0,140.0
10:35:00,28040.0,140.0,140.0
10:40:00,28040.0,140.0,140.0
10:45:00,28040.0,140.0,140.0
10:50:00,28040.0,140.0,140.0
10:55:00,28040.0,140.0,140.0
11:00:00,28040.0,140.0,140.0
11:05:00,28040.0,140.0,140.0
11:10:00,28040.0,140.0,140.0
11:15:00,28040.0,140.0,140.0
11:20:00,28040.0,140.0,140.0
11:25:00,28040.0,140.0,140.0
11:30:00,28040.0,140.0,140.0
11:35:00,28040.0,140.0,140.0
11:40:00,28040.0,140.0,140.0
11:45:00,28040.0,140.0,140.0
11:50:00,28040.0,140.0,140.0
11:55:00,28040.0,140.0,140.0
12:00:00,28040.0,140.0,140.0
12:05:00,28040.0,140.0,140.0
12:10:00,28040.0,140.0,140.0
12:15:00,28040.0,140.0,140.0
12:20:00,28040.0,140.0,140.0
12:25:00,28040.0,140.0,140.0
12:30:00,28040.0,140.0,140.0
12:35:00,28040.0,140.0,140.0
12:40:00,28040.0,140.0,140.0
12:45:00,28040.0,140.0,140.0
12:50:00,28040.0,140.0,140.0
12:55:00,28040.0,140.0,140.0
13:00:00,28040.0,140.0,140.0
13:05:00,28040.0,140.0,140.0
13:10:00,28040.0,140.0,140.0
13:15:00,28040.0,140.0,140.0
13:20:00,28040.0,140.0,140.0
13:25:00,28040.0,140.0,140.0
13:30:00,28040.0,140.0,140.0
13:35:00,28040.0,140.0,140.0
13:40:00,28040.0,140.0,140.0
13:45:00,28040.0,140.0,140.0
13:50:00,28040.0,140.0,140.0
13:55:00,28040.0,140.0,140.0
14:00:00,28940.0,200.0,200.0
14:05:00,28940.0,200.0,200.0
14:10:00,28940.0,200.0,200.0
14:15:00,28940.0,200.0,200.0
14:20:00,28940.0,200.0,200.0
14:25:00,28940.0,200.0,200.0
14:30:00,28940.0,200.0,200.0
14:35:00,28940.0,200.0,200.0
14:40:00,28940.0,200.0,200.0
14:45:00,28940.0,200.0,200.0
14:50:00,28940.0,200.0,200.0
14:55:00,28940.0,200.0,200.0
15:00:00,28940.0,200.0,200.0
15:05:00,28940.0,200.0,200.0
15:10:00,28940.0,200.0,200.0
15:15:00,28940.0,200.0,200.0
15:20:00,28940.0,200.0,200.0
15:25:00,28940.0,200.0,200.0
15:30:00,28940.0,200.0,200.0
15:35:00,28940.0,200.0,200.0
15:40:00,28940.0,200.0,200.0
15:45:00,28940.0,200.0,200.0
15:50:00,28940.0,200.0,200.0
15:55:00,28940.0,200.0,200.0
16:00:00,31170.0,390.0,390.0
16:05:00,31170.0,390.0,390.0
16:10:00,31170.0,390.0,390.0
16:15:00,31170.0,390.0,390.0
16:20:00,31170.0,390.0,390.0
16:25:00,31170.0,390.0,390.0
16:30:00,31170.0,390.0,390.0
16:35:00,31170.0,390.0,390.0
16:40:00,31170.0,390.0,390.0
16:45:00,31170.0,390.0,390.0
16:50:00,31170.0,390.0,390.0
16:55:00,31170.0,390.0,390.0
17:00:00,31170.0,390.0,390.0
17:05:00,31170.0,390.0,390.0
17:10:00,31170.0,390.0,390.0
17:15:00,31170.0,390.0,390.0
17:20:00,31170.0,390.0,390.0
17:25:00,31170.0,390.0,390.0
17:30:00,31170.0,390.0,390.0
17:35:00,31170.0,390.0,390.0
17:40:00,31170.0,390.0,390.0
17:45:00,31170.0,390.0,390.0
17:50:00,31170.0,390.0,390.0
17:55:00,31170.0,390.0,390.0
18:00:00,31170.0,390.0,390.0
18:05:00,31170.0,390.0,390.0
18:10:00,31170.0,390.0,390.0
18:15:00,31170.0,390.0,390.0
18:20:00,31170.0,390.0,390.0
18:25:00,31170.0,390.0,390.0
18:30:00,31170.0,390.0,390.0
18:35:00,31170.0,390.0,390.0
18:40:00,31170.0,390.0,390.0
18:45:00,31170.0,390.0,390.0
18:50:00,31170.0,390.0,390.0
18:55:00,31170.0,390.0,390.0
19:00:00,31170.0,390.0,390.0
19:05:00,31170.0,390.0,390.0
19:10:00,31170.0,390.0,390.0
19:15:00,31170.0,390.0,390.0
19:20:00,31170.0,390.0,390.0
19:25:00,31170.0,390.0,390.0
19:30:00,31170.0,390.0,390.0
19:35:00,31170.0,390.0,390.0
19:40:00,31170.0,390.0,390.0
19:45:00,31170.0,390.0,390.0
19:50:00,31170.0,390.0,390.0
19:55:00,31170.0,390.0,390.0
20:00:00,31170.0,390.0,390.0
20:05:00,31170.0,390.0,390.0
20:10:00,31170.0,390.0,390.0
20:15:00,31170.0,390.0,390.0
20:20:00,31170.0,390.0,390.0
20:25:00,31170.0,390.0,390.0
20:30:00,31170.0,390.0,390.0
20:35:00,31170.0,390.0,390.0
20:40:00,31170.0,390.0,390.0
20:45:00,31170.0,390.0,390.0
20:50:00,31170.0,390.0,390.0
20:55:00,31170.0,390.0,390.0
21:00:00,28940.0,200.0,200.0
21:05:00,28940.0,200.0,200.0
21:10:00,28940.0,200.0,200.0
21:15:00,28940.0,200.0,200.0
21:20:00,28940.0,200.0,200.0
21:25:00,28940.0,200.0,200.0
21:30:00,28940.0,200.0,200.0
21:35:00,28940.0,200.0,200.0
21:40:00,28940.0,200.0,200.0
21:45:00,28940.0,200.0,200.0
21:50:00,28940.0,200.0,200.0
21:55:00,28940.0,200.0,200.0
22:00:00,28940.0,200.0,200.0
22:05:00,28940.0,200.0,200.0
22:10:00,28940.0,200.0,200.0
22:15:00,28940.0,200.0,200.0
22:20:00,28940.0,200.0,200.0
22:25:00,28940.0,200.0,200.0
22:30:00,28940.0,200.0,200.0
22:35:00,28940.0,200.0,200.0
22:40:00,28940.0,200.0,200.0
22:45:00,28940.0,200.0,200.0
22:50:00,28940.0,200.0,200.0
22:55:00,28940.0,200.0,200.0
23:00:00,28040.0,140.0,140.0
23:05:00,28040.0,140.0,140.0
23:10:00,28040.0,140.0,140.0
23:15:00,28040.0,140.0,140.0
23:20:00,28040.0,140.0,140.0
23:25:00,28040.0,140.0,140.0
23:30:00,28040.0,140.0,140.0
23:35:00,28040.0,140.0,140.0
23:40:00,28040.0,140.0,140.0
23:45:00,28040.0,140.0,140.0
23:50:00,28040.0,140.0,140.0
23:55:00,28040.0,140.0,140.0
